Contract_One year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,InternetService_Fiber optic,OnlineBackup_No internet service,tenure_standardized,gender_Male,StreamingMovies_Yes,OnlineSecurity_No internet service,Partner_Yes,OnlineSecurity_Yes,DeviceProtection_No internet service,MultipleLines_Yes,Dependents_Yes,SeniorCitizen_1,Contract_Two year,InternetService_No,StreamingMovies_No internet service,StreamingTV_No internet service,StreamingTV_Yes,PhoneService_Yes,TechSupport_No internet service,OnlineBackup_Yes,TotalCharges_standardized,TechSupport_Yes,MonthlyCharges_standardized,PaymentMethod_Mailed check,MultipleLines_No phone service,DeviceProtection_Yes,PaperlessBilling_Yes
1,0,1,1,0,0,1,-1.467755361,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.598823941,1,0.473531056
0,0,0,0,0,1,0,0.363544933,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.923890865,1,-1.23672422
1,0,1,1,0,0,1,-1.484373331,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,-0.706429564,0,0.066327419
0,1,0,1,0,0,1,-1.344782383,0,1,1,0,1,0,0,1,0,0,0,1,1,1,0,1,0,1,0,-0.222623389,0,1.61370124
0,1,0,1,0,0,1,-1.338135195,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,-0.206078859,1,1.572980877
0,1,0,0,1,1,0,1.520155645,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,2.111500954,0,1.287938331
0,1,0,1,0,0,1,-1.31320824,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,-0.195049173,0,1.61370124
0,0,0,0,0,1,0,0.31535282,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.974605364,1,-1.277444584
1,0,0,0,1,1,0,0.842142469,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0.164739205,1,-0.1372744
1,0,0,0,1,0,0,0.13255515,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,-0.261999371,0,-0.381596582
0,1,1,1,0,0,1,-1.514285677,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.542021055,1,0.799293966
0,0,0,0,0,1,0,0.828848093,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,-0.042243894,0,-0.300155854
0,1,0,0,1,1,0,1.673040969,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,2.228327395,0,1.287938331
0,0,0,0,0,1,0,1.051528891,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,0,-0.309757914,0,-0.666639128
0,0,0,0,0,1,0,0.157482105,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,-0.976701005,1,-1.277444584
0,0,0,0,0,1,0,1.159545696,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0.053626142,1,-0.340876218
0,0,0,0,1,1,0,0.887010988,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,-0.931721943,1,-1.23672422
0,1,1,0,1,0,0,0.66433019,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0.245366214,0,0.066327419
0,0,0,0,0,1,0,0.68094816,0,1,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0.374766498,1,0.147768147
1,0,1,0,1,0,0,0.46491455,0,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0.731995988,1,0.84001433
0,1,1,1,0,0,1,-1.47938794,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.622030402,0,0.595692147
0,1,1,1,0,0,1,-1.491020519,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.332501128,1,1.61370124
0,1,1,0,0,1,0,1.09639741,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,2.077242747,1,1.61370124
0,0,0,1,0,0,1,-1.507638489,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998804497,1,-1.277444584
0,0,0,0,0,1,0,0.616138077,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.652957643,0,-0.951681674
0,0,0,0,0,1,0,0.509783069,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,-0.707664889,0,-0.992402038
1,0,0,0,1,0,0,-0.068522287,0,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0.224211275,1,0.51425142
0,0,0,0,1,1,0,1.184472651,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,-0.691914496,0,-1.033122401
0,1,0,1,0,0,1,-1.339796992,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,1,0,1,0,-0.265462692,0,1.572980877
1,0,0,0,1,1,0,1.207737809,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,0.764533564,0,0.351369965
0,1,1,0,0,0,0,-0.460706379,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0.440459311,1,1.410099422
1,0,0,0,1,1,0,1.410477043,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,2.220849267,1,1.491540149
0,1,0,0,1,0,0,0.911937943,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,1.84908265,0,1.532260513
1,0,0,1,0,0,1,-1.311546443,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.708966392,1,-0.300155854
0,1,0,0,1,1,0,1.616539871,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,2.59453505,1,1.61370124
0,1,1,0,0,0,0,-0.804698358,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,-0.422415133,1,0.066327419
0,1,1,1,0,0,1,-1.288281285,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.277264457,0,1.328658694
0,1,0,0,1,1,0,1.568347758,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,2.432111885,0,1.532260513
0,1,1,0,1,0,0,-0.364322153,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0.736407863,0,1.61370124
1,0,1,0,0,0,0,0.243895549,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0.09346537,1,0.107047783
0,0,0,0,0,1,0,1.109691786,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,-0.464592655,1,-0.788800219
1,0,0,0,1,0,0,0.468238144,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,-0.620552424,0,-0.829520583
1,0,1,0,1,0,0,0.19902703,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0.873617165,0,1.206497603
0,0,0,0,0,0,0,0.378501106,0,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,-0.128098975,0,-0.300155854
0,1,0,0,0,0,0,-0.852890471,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,-0.132885859,0,0.799293966
0,0,0,0,0,1,0,0.172438278,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,-0.759107347,1,-0.992402038
0,0,0,1,0,0,1,-1.486035128,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.992495516,1,-1.23672422
0,1,1,1,0,0,1,-1.486035128,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.526425078,0,0.962175421
0,0,0,1,0,0,1,-1.505976692,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.907015445,0,-0.829520583
1,0,0,1,0,0,1,-1.258368939,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.455504193,0,0.595692147
0,0,0,1,0,0,1,-1.514285677,0,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,-0.99095136,1,-1.23672422
0,0,0,0,1,0,0,-0.490618725,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.613515483,0,-0.5851984
0,0,0,0,0,0,0,-0.158259325,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,-0.792174347,0,-0.992402038
0,0,0,0,1,1,0,0.657683002,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0.631184652,1,0.51425142
0,0,0,0,0,0,0,-0.641842252,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.94484727,1,-1.196003856
1,0,0,1,0,0,1,-1.486035128,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.708150195,0,0.229208874
0,1,0,0,1,1,0,1.687997142,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1,2.709773216,1,1.61370124
0,0,0,0,0,1,0,0.961791853,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0.825682146,1,0.554971784
0,1,1,0,1,1,0,1.137942335,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,2.108147929,0,1.572980877
0,1,1,0,0,0,0,-0.472338958,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.477033752,1,1.369379058
0,0,0,0,1,1,0,1.368932118,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0.164099483,1,-0.300155854
1,0,0,0,1,0,0,0.572931355,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,-0.378472861,1,-0.5851984
0,1,1,1,0,0,1,-1.321517225,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,0,-0.860668701,0,-0.788800219
0,1,1,0,1,0,0,0.890334582,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1.623856449,0,1.328658694
0,0,0,0,1,1,0,1.02992553,0,1,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1.52633196,1,1.125056876
0,1,1,1,0,0,1,-1.509300286,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.884338409,1,-0.707359492
0,1,0,1,0,0,1,-1.326502616,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.181526777,0,1.61370124
0,0,0,0,0,1,0,0.973424432,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.257278276,1,-0.096554036
0,1,1,0,1,1,0,1.184472651,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0.891352901,0,0.392090329
0,1,0,1,0,0,1,-1.321517225,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.233961907,0,1.572980877
0,0,0,0,0,0,0,-0.33274801,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,-0.98320852,0,-1.277444584
0,0,0,0,0,1,0,1.026601936,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0.651082207,1,0.269929238
0,0,0,1,0,0,1,-1.51262388,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.734864096,0,0.107047783
0,0,1,0,1,1,0,1.44537478,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1.611128191,0,0.84001433
0,0,0,0,0,1,0,0.991704199,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.965627199,0,-1.277444584
0,0,1,0,1,1,0,1.134618741,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0.277065534,0,-0.055833672
0,1,0,1,0,0,1,-1.482711534,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.573698315,1,0.636412511
0,0,1,0,0,1,0,1.214384997,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0.304948581,0,-0.096554036
0,0,0,1,0,0,1,-1.487696925,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.919699584,1,-0.91096131
0,0,1,0,1,1,0,1.347328757,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.444562744,0,-0.829520583
0,1,0,0,1,0,0,0.169114684,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0.758709889,0,1.002895785
0,0,0,0,0,0,0,0.01622936,0,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0.665442859,0,1.043616148
0,1,0,1,0,0,1,-1.494344113,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.648545768,0,0.18848851
0,0,1,1,0,0,1,-1.500991301,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.663127014,0,0.473531056
1,0,1,1,0,0,1,-1.486035128,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.763430984,1,-0.218715127
0,0,0,0,0,0,0,-0.510560289,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,-0.827248751,0,-0.992402038
0,0,0,0,0,1,0,0.375177512,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.905096279,1,-1.196003856
0,0,0,0,1,1,0,0.785641371,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,-0.040655619,0,-0.300155854
0,0,1,0,0,1,0,1.191119839,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1.468448164,0,1.002895785
0,0,0,1,0,0,1,-1.505976692,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.89872112,0,-0.829520583
0,1,1,1,0,0,1,-1.477726143,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.435518401,0,1.206497603
0,1,0,0,1,1,0,1.425433216,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,2.117501104,0,1.328658694
0,1,0,0,1,0,0,0.521415648,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1.490750191,0,1.572980877
1,0,1,0,0,0,0,-0.196480656,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,-0.471122229,0,-0.463037309
1,0,0,0,1,1,0,1.490243299,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,0,0,2.457788995,1,1.572980877
0,0,0,0,1,1,0,0.345265166,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.775740114,0,-1.033122401
0,1,0,0,1,0,0,0.273807895,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,1.315576708,0,1.61370124
0,0,0,0,0,1,0,0.177423669,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.976436292,0,-1.277444584
0,1,1,0,1,1,0,1.126309756,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,2.13806044,0,1.61370124
1,0,1,0,1,1,0,1.551729788,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,2.198723716,0,1.287938331
0,1,0,0,1,1,0,1.666393781,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,2.741274001,0,1.61370124
0,0,0,0,1,1,0,1.189458042,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0.262704882,0,-0.1372744
0,1,0,1,0,0,1,-1.474402549,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.892081249,0,-0.788800219
0,0,0,0,0,1,0,1.315754614,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0.406907005,0,-0.055833672
0,0,0,0,0,1,0,0.16579109,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.976590708,1,-1.277444584
0,0,1,0,0,0,0,-1.005775795,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,-0.884161934,1,-1.033122401
0,0,0,0,1,1,0,1.355637742,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1.763933469,1,1.16577724
0,0,1,0,1,0,0,-1.152013931,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.508248154,0,0.269929238
0,0,0,0,0,1,0,0.184070857,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.681678947,1,-0.91096131
0,0,1,0,0,0,0,0.521415648,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,-0.505711326,0,-0.748079855
0,0,0,0,0,1,0,0.513106663,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.971980299,0,-1.277444584
1,0,1,0,0,1,0,0.983395214,0,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,1,1.790404717,0,1.410099422
0,1,0,0,1,0,0,0.883687394,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1.947357158,0,1.61370124
0,0,1,0,0,0,0,-0.670092801,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.892301843,1,-1.073842765
0,0,0,1,0,0,1,-1.500991301,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.998716259,0,-1.277444584
1,0,1,1,0,0,1,-1.491020519,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,-0.784365329,1,-0.300155854
0,0,0,0,1,1,0,1.518493848,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0.605375186,0,0.025607055
0,0,0,0,1,0,0,0.119260774,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,-0.433908066,1,-0.5851984
0,1,0,0,1,0,0,0.476547129,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1.447778532,1,1.572980877
1,0,1,0,0,0,0,-0.457382785,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,-0.397730694,1,-0.177994763
0,0,1,0,0,1,0,0.524739242,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.924376171,0,-1.23672422
0,0,1,0,1,0,0,0.064421473,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,-0.532182574,1,-0.625918764
0,0,0,0,0,1,0,0.719169491,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1.164337645,1,0.962175421
1,0,0,0,1,0,0,-0.488956928,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0.277153771,0,1.125056876
0,1,0,1,0,0,1,-1.298252067,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.642898569,0,0.025607055
0,0,0,0,0,1,0,0.619461671,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,-0.970568499,0,-1.277444584
0,0,0,0,0,1,0,0.197365233,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-0.945288457,1,-1.23672422
0,1,0,0,0,1,0,0.661006596,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1.365254416,1,1.247217967
0,0,0,0,1,1,0,1.14625132,0,1,0,0,0,0,1,1,0,1,0,1,1,0,1,0,1,0,0,-0.713775335,1,-1.033122401
0,1,0,0,1,0,0,-0.00038861,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0.588455646,0,0.921455057
1,0,0,0,0,1,0,1.176163666,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1.923665391,0,1.328658694
0,0,0,0,0,1,0,0.665991987,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,-0.969950837,1,-1.277444584
0,1,0,1,0,0,1,-1.31320824,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.319419919,1,1.247217967
0,1,0,0,1,1,0,1.603245495,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,2.516665463,0,1.532260513
0,1,1,0,1,0,0,-0.801374764,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.324692109,0,0.147768147
1,0,0,0,1,1,0,1.337357975,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1.386894661,1,0.799293966
0,0,0,0,0,0,0,-0.342718792,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.509990845,1,-0.422316946
0,0,0,0,1,1,0,1.003336778,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,-0.061987033,1,-0.422316946
0,0,0,0,0,0,0,-0.161582919,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,-0.880367722,0,-1.114563129
0,0,0,0,1,1,0,0.682609957,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0.777526535,0,0.595692147
0,0,0,0,0,1,0,0.617799874,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0.209365317,0,0.025607055
0,0,0,0,1,0,0,-1.039011735,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.742651054,1,-0.5851984
0,0,0,1,0,0,1,-1.494344113,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,-0.998628022,0,-1.277444584
0,1,0,0,1,0,0,0.566284167,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0.993178968,1,0.962175421
0,0,0,1,0,0,1,-1.487696925,0,0,1,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,-0.989318966,0,-1.23672422
0,0,0,0,1,0,0,-0.171553701,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,-0.083119913,1,0.107047783
0,1,0,1,0,0,1,-1.321517225,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,-0.308169639,0,1.287938331
0,0,0,0,1,1,0,0.651035814,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.432650682,0,-0.707359492
0,0,0,0,0,1,0,0.850451454,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,-0.019765393,1,-0.340876218
0,0,0,0,0,0,0,-0.306159258,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,-0.98285557,1,-1.277444584
0,1,1,0,0,0,0,0.351912354,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,1,1.391703605,0,1.532260513
0,0,0,0,0,1,0,0.86374583,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,-0.967325771,1,-1.277444584
0,0,1,0,0,1,0,0.825524499,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,-0.846043337,0,-1.155283493
1,0,0,0,0,0,0,-0.181524483,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,-0.032714245,0,0.269929238
0,0,0,0,0,0,0,0.044479909,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.163746922,0,-0.1372744
0,1,1,1,0,0,1,-1.527580053,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.894618077,0,-0.748079855
0,1,0,0,1,0,0,0.720831288,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1.275913955,0,1.16577724
0,0,1,0,0,0,0,-0.420823251,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.71148116,1,-0.788800219
0,1,0,0,1,0,0,-0.577032169,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0.39439934,0,1.369379058
0,0,0,0,1,0,0,-0.51554568,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,-0.967502246,1,-1.23672422
1,0,0,0,1,1,0,1.475287126,0,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1.885833566,0,1.084336512
1,0,1,0,0,1,0,1.003336778,0,1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1.547928086,1,1.206497603
1,0,0,0,0,1,0,0.956806462,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,0,1,0.340684766,1,0.025607055
0,1,1,0,1,0,0,0.489841505,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,1.285090654,1,1.369379058
0,1,0,0,1,1,0,1.671379172,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,2.700817111,0,1.61370124
0,0,1,1,0,0,1,-1.49600591,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.998650081,1,-1.277444584
0,0,0,0,0,1,0,1.009983966,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,-0.217968862,0,-0.544478037
1,0,1,0,0,1,0,1.009983966,0,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1.198595851,0,0.758573602
0,0,0,0,0,1,0,1.350652351,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,1.954416157,1,1.247217967
1,0,0,1,0,0,1,-1.484373331,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,-0.759151466,1,-0.218715127
0,0,0,0,0,1,0,1.216046794,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0.014911942,1,-0.422316946
0,0,0,1,0,0,1,-1.486035128,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,-0.96701694,0,-1.155283493
0,1,1,1,0,0,1,-1.464431767,0,0,1,0,1,0,0,1,0,0,1,1,0,1,0,1,0,1,0,-0.641685303,1,0.392090329
1,0,0,1,0,0,1,-1.476064346,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.734996452,0,-0.1372744
0,0,0,0,0,1,0,0.175761872,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,-0.889610599,0,-1.155283493
1,0,0,1,0,0,1,-1.497667707,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,-0.731599308,1,-0.096554036
0,0,0,0,0,1,0,0.328647196,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,-0.874389632,1,-1.155283493
0,1,1,0,1,0,0,0.687595348,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,1.652952762,1,1.572980877
0,1,0,0,1,0,0,-0.809683749,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,-0.194387392,1,0.554971784
0,0,0,0,0,0,0,-0.477324349,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-0.916214203,1,-1.155283493
0,0,0,0,0,1,0,0.494826896,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,-0.740577473,0,-1.033122401
1,0,0,0,0,1,0,1.344005163,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,2.251269143,1,1.491540149
0,1,0,0,1,1,0,1.192781636,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,2.228327395,0,1.61370124
0,0,0,0,1,1,0,0.501474084,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,-0.358045882,1,-0.544478037
0,0,0,0,1,1,0,0.872054815,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0.151260928,1,-0.177994763
